stock_movement_reasons,POST,1
stock_movement_reasons,PUT,1
stock_movement_reasons,DELETE,1
stock_movement_reasons,HEAD,1
stores,GET,1
stores,POST,1
stores,PUT,1
stores,DELETE,1
stores,HEAD,1
suppliers,GET,1
suppliers,POST,1
suppliers,PUT,1
suppliers,DELETE,1
suppliers,HEAD,1
supply_orders,GET,1
supply_orders,HEAD,1
supply_order_details,GET,1
supply_order_details,HEAD,1
supply_order_histories,GET,1
supply_order_histories,HEAD,1
supply_order_receipt_histories,GET,1
supply_order_receipt_histories,HEAD,1
supply_order_states,GET,1
supply_order_states,HEAD,1
tags,GET,1
tags,POST,1
tags,PUT,1
tags,DELETE,1
tags,HEAD,1
taxes,GET,1
taxes,POST,1
taxes,PUT,1
taxes,DELETE,1
taxes,HEAD,1
tax_rules,GET,1
tax_rules,POST,1
tax_rules,PUT,1
tax_rules,DELETE,1
tax_rules,HEAD,1
tax_rule_groups,GET,1
tax_rule_groups,POST,1
tax_rule_groups,PUT,1
tax_rule_groups,DELETE,1
tax_rule_groups,HEAD,1
translated_configurations,GET,1
translated_configurations,POST,1
translated_configurations,PUT,1
translated_configurations,DELETE,1
translated_configurations,HEAD,1
warehouses,GET,1
warehouses,POST,1
warehouses,PUT,1
warehouses,HEAD,1
warehouse_product_locations,GET,1
warehouse_product_locations,HEAD,1
weight_ranges,GET,1
weight_ranges,POST,1
weight_ranges,PUT,1
weight_ranges,DELETE,1
weight_ranges,HEAD,1
zones,GET,1
zones,POST,1
zones,PUT,1
zones,DELETE,1
zones,HEAD,1
